,plant,country,region,customer,date,carbuilds
38892,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,sep 2017,0
38893,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,sep 2017,2046
38894,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,sep 2017,0
38895,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,sep 2017,13135
38896,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,sep 2017,0
38897,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,sep 2017,0
38898,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,sep 2017,0
38899,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,sep 2017,95
38900,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,sep 2017,0
38901,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,sep 2017,2355
38902,Termini Imerese,Italy,Europe,FCA,sep 2017,0
38903,Togliatti,Russia,Europe,General Motors,sep 2017,2512
38904,Togliatti,Russia,Europe,Renault-Nissan-Mitsubishi,sep 2017,14640
38905,Togliatti,Russia,Europe,Renault-Nissan-Mitsubishi,sep 2017,17583
38906,Toos,Iran,Middle East/Africa,Chery,sep 2017,0
38907,Torslanda,Sweden,Europe,Geely,sep 2017,0
38908,Torslanda,Sweden,Europe,Geely,sep 2017,23134
38909,Tramagal,Portugal,Europe,Daimler,sep 2017,369
38910,Trnava,Slovakia,Europe,PSA,sep 2017,24618
38911,Trollhattan,Sweden,Europe,NEVS,sep 2017,0
38912,Trollhattan,Sweden,Europe,Saab Spyker,sep 2017,0
38913,Tychy,Poland,Europe,FCA,sep 2017,20712
38914,Uddevalla-Pinin,Sweden,Europe,Pininfarina,sep 2017,0
38915,Uitenhage,South Africa,Middle East/Africa,Volkswagen,sep 2017,7680
38916,Ulyanovsk,Russia,Europe,Sollers,sep 2017,0
38917,Ulyanovsk,Russia,Europe,Sollers,sep 2017,4790
38918,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,sep 2017,627
38919,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,sep 2017,0
38920,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,sep 2017,239
38921,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,sep 2017,22
38922,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,sep 2017,0
38923,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,sep 2017,0
38924,Uusikaupunki,Finland,Europe,Valmet,sep 2017,11531
38925,Uusikaupunki,Finland,Europe,Valmet,sep 2017,0
38926,Uusikaupunki,Finland,Europe,Valmet,sep 2017,0
38927,Uusikaupunki,Finland,Europe,Valmet,sep 2017,0
38928,Uzlovaya,Russia,Europe,Great Wall,sep 2017,0
38929,Val di Sangro,Italy,Europe,FCA,sep 2017,24563
38930,Valencia #1,Spain,Europe,Ford,sep 2017,0
38931,Valencia #2,Spain,Europe,Ford,sep 2017,42632
38932,Valenciennes,France,Europe,PSA,sep 2017,12239
38933,Valenciennes-Onnaing,France,Europe,Toyota,sep 2017,21561
38934,Valladolid,Spain,Europe,CNH Industrial,sep 2017,2879
38935,Valladolid,Spain,Europe,Renault-Nissan-Mitsubishi,sep 2017,22743
38936,Vendas Novas,Portugal,Europe,Isuzu,sep 2017,0
38937,Vigo,Spain,Europe,PSA,sep 2017,39016
38938,Vitoria,Spain,Europe,Daimler,sep 2017,15259
38939,Vladivostok,Russia,Europe,Sollers,sep 2017,0
38940,Vladivostok,Russia,Europe,Sollers,sep 2017,2497
38941,Vladivostok,Russia,Europe,Sollers,sep 2017,0
38942,Vogosca,Bosnia-Herzegovina,Europe,Volkswagen,sep 2017,0
38943,Vrchlabi,Czech Republic,Europe,Volkswagen,sep 2017,0
38944,Vsevolozhsk,Russia,Europe,,sep 2017,2037
38945,Woerth,Germany,Europe,Daimler,sep 2017,3
38946,Woking,United Kingdom,Europe,McLaren,sep 2017,346
38947,Wolfsburg #1,Germany,Europe,Volkswagen,sep 2017,75217
38948,Wolfsburg #2,Germany,Europe,Volkswagen,sep 2017,0
38949,Wrzesnia,Poland,Europe,Volkswagen,sep 2017,4821
38950,Yelabuga,Russia,Europe,Ford,sep 2017,0
38951,Yelabuga,Russia,Europe,Ford,sep 2017,2831
38952,Yelabuga,Russia,Europe,Ford,sep 2017,0
38953,Yelabuga,Russia,Europe,Ford,sep 2017,0
38954,Yenikoy,Turkey,Europe,Ford,sep 2017,4889
38955,Zaaroura,Algeria,Middle East/Africa,,sep 2017,2662
38956,Zakarpattya,Ukraine,Europe,Volkswagen,sep 2017,515
38957,Zaporozhye,Ukraine,Europe,AvtoZAZ,sep 2017,0
38958,Zaporozhye,Ukraine,Europe,AvtoZAZ,sep 2017,0
38959,Zaporozhye,Ukraine,Europe,AvtoZAZ,sep 2017,0
38960,Zaporozhye,Ukraine,Europe,AvtoZAZ,sep 2017,233
38961,Zaragoza,Spain,Europe,PSA,sep 2017,16235
38962,Zaragoza,Spain,Europe,PSA,sep 2017,2953
38963,Zaragoza,Spain,Europe,PSA,sep 2017,17894
38964,Zeran-FSO,Poland,Europe,General Motors,sep 2017,0
38965,Zilina,Slovakia,Europe,Hyundai,sep 2017,23875
38966,Zuffenhausen,Germany,Europe,Volkswagen,sep 2017,5482
38967,10th of Ramadan City,Egypt,Middle East/Africa,Al Amal,oct 2017,0
38968,10th of Ramadan City,Egypt,Middle East/Africa,Al Amal,oct 2017,0
38969,10th of Ramadan City,Egypt,Middle East/Africa,FAW,oct 2017,0
38970,10th of Ramadan City,Egypt,Middle East/Africa,Al Amal,oct 2017,0
38971,6th of October City,Egypt,Middle East/Africa,Egyptian German Automotive,oct 2017,0
38972,6th of October City,Egypt,Middle East/Africa,FAW,oct 2017,0
38973,6th of October City,Egypt,Middle East/Africa,General Motors,oct 2017,1961
38974,6th of October City,Egypt,Middle East/Africa,Egyptian German Automotive,oct 2017,0
38975,6th of October City,Egypt,Middle East/Africa,General Motors,oct 2017,4
38976,6th of October City,Egypt,Middle East/Africa,Renault-Nissan-Mitsubishi,oct 2017,1575
38977,6th of October City,Egypt,Middle East/Africa,Egyptian German Automotive,oct 2017,0
38978,6th of October City,Egypt,Middle East/Africa,General Motors,oct 2017,122
38979,6th of October City,Egypt,Middle East/Africa,Suzuki,oct 2017,123
38980,Aachen,Germany,Europe,e.GO,oct 2017,0
38981,Aachen,Germany,Europe,StreetScooter,oct 2017,904
38982,Aachen,Germany,Europe,e.GO,oct 2017,0
38983,Ain Bouchekif,Algeria,Middle East/Africa,Daimler,oct 2017,404
38984,Antwerp,Belgium,Europe,General Motors,oct 2017,0
38985,Argun,Russia,Europe,AvtoVAZ,oct 2017,693
38986,Arifye,Turkey,Europe,Otokar,oct 2017,0
38987,Arifye,Turkey,Europe,Otokar,oct 2017,0
38988,Asaka,Uzbekistan,Europe,,oct 2017,8939
38989,Asaka,Uzbekistan,Europe,,oct 2017,0
38990,Aulnay,France,Europe,PSA,oct 2017,0
38991,AutoFramos,Russia,Europe,Renault-Nissan-Mitsubishi,oct 2017,9895
38992,Avila,Spain,Europe,Renault-Nissan-Mitsubishi,oct 2017,833
38993,Bahovitsa,Bulgaria,Europe,Great Wall,oct 2017,0
38994,Bairo Canavese,Italy,Europe,Pininfarina,oct 2017,13
38995,Bairo Canavese,Italy,Europe,Pininfarina,oct 2017,0
38996,Bairo Canavese,Italy,Europe,Pininfarina,oct 2017,0
38997,Bam,Iran,Middle East/Africa,Geely,oct 2017,542
38998,Bam,Iran,Middle East/Africa,Geely,oct 2017,0
38999,Bam,Iran,Middle East/Africa,Geely,oct 2017,0
39000,Bam (IKCO Diesel),Iran,Middle East/Africa,Iran Khodro,oct 2017,0
39001,Barcelona,Spain,Europe,Renault-Nissan-Mitsubishi,oct 2017,8210
39002,Batilly,France,Europe,Renault-Nissan-Mitsubishi,oct 2017,12444
39003,Batna (BAIC),Algeria,Middle East/Africa,BAIC,oct 2017,0
39004,Batna (Kia),Algeria,Middle East/Africa,,oct 2017,1374
39005,Benoni,South Africa,Middle East/Africa,Hyundai,oct 2017,337
39006,Birmingham,United Kingdom,Europe,SAIC,oct 2017,0
39007,Bochum,Germany,Europe,General Motors,oct 2017,0
39008,Boellinger Hoefe,Germany,Europe,Volkswagen,oct 2017,181
39009,Borisov,Belarus,Europe,Geely,oct 2017,0
39010,Born,Netherlands,Europe,BMW,oct 2017,18455
39011,Born,Netherlands,Europe,Renault-Nissan-Mitsubishi,oct 2017,0
39012,Bouira,Algeria,Middle East/Africa,CNH Industrial,oct 2017,0
39013,Bratislava,Slovakia,Europe,Volkswagen,oct 2017,12100
39014,Bratislava #2,Slovakia,Europe,Volkswagen,oct 2017,12145
39015,Bremach,Italy,Europe,Bremach,oct 2017,0
39016,Bremen #1,Germany,Europe,Daimler,oct 2017,34906
39017,Bremen #2,Germany,Europe,Daimler,oct 2017,356
39018,Brixworth,United Kingdom,Europe,Daimler,oct 2017,0
39019,Brussels,Belgium,Europe,Volkswagen,oct 2017,9934
39020,Burnaston,United Kingdom,Europe,Toyota,oct 2017,13252
39021,Bursa (Oyak),Turkey,Europe,Renault-Nissan-Mitsubishi,oct 2017,33771
39022,Bursa (Tubitak),Turkey,Europe,TUBITAK,oct 2017,0
39023,Bursa-Karsan,Turkey,Europe,Karsan,oct 2017,392
39024,Bursa-Karsan,Turkey,Europe,Karsan,oct 2017,201
39025,Bursa-Karsan,Turkey,Europe,Karsan,oct 2017,0
39026,Bursa-Tofas,Turkey,Europe,FCA,oct 2017,34304
39027,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,oct 2017,0
39028,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,oct 2017,0
39029,Cairo,Egypt,Middle East/Africa,Chery,oct 2017,0
39030,Cairo,Egypt,Middle East/Africa,Ghabbour Auto,oct 2017,583
39031,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,oct 2017,56
39032,Cairo,Egypt,Middle East/Africa,Ghabbour Auto,oct 2017,241
39033,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,oct 2017,0
39034,Cairo,Egypt,Middle East/Africa,Ghabbour Auto,oct 2017,1474
39035,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,oct 2017,0
39036,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,oct 2017,0
39037,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,oct 2017,0
39038,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,oct 2017,67
39039,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,oct 2017,0
39040,Casablanca,Morocco,Middle East/Africa,Renault-Nissan-Mitsubishi,oct 2017,0
39041,Casablanca,Morocco,Middle East/Africa,Renault-Nissan-Mitsubishi,oct 2017,7049
39042,Cassino,Italy,Europe,FCA,oct 2017,9415
39043,Cassino,Italy,Europe,FCA,oct 2017,0
39044,Castle Bromwich,United Kingdom,Europe,Tata,oct 2017,5115
39045,Cayirova,Turkey,Europe,Isuzu,oct 2017,261
39046,Cayirova,Turkey,Europe,Isuzu,oct 2017,0
39047,Cherkask,Ukraine,Europe,Bogdan,oct 2017,0
39048,Cherkask,Ukraine,Europe,Bogdan,oct 2017,0
39049,Cherkask,Ukraine,Europe,Bogdan,oct 2017,0
39050,Cherkask,Ukraine,Europe,Bogdan,oct 2017,0
39051,Cherkask,Ukraine,Europe,Bogdan,oct 2017,0
39052,Cherkessk,Russia,Europe,Derways,oct 2017,84
39053,Cherkessk,Russia,Europe,Derways,oct 2017,28
39054,Cherkessk,Russia,Europe,Derways,oct 2017,0
39055,Cherkessk,Russia,Europe,Derways,oct 2017,0
39056,Cherkessk,Russia,Europe,Derways,oct 2017,0
39057,Cherkessk,Russia,Europe,Derways,oct 2017,0
39058,Cherkessk,Russia,Europe,Derways,oct 2017,0
39059,Cherkessk,Russia,Europe,Derways,oct 2017,0
39060,Cherkessk,Russia,Europe,Derways,oct 2017,1970
39061,Cherkessk,Russia,Europe,Derways,oct 2017,0
39062,Cologne,Germany,Europe,Ford,oct 2017,26141
39063,Coventry,United Kingdom,Europe,Multimatic,oct 2017,0
39064,Coventry,United Kingdom,Europe,Geely,oct 2017,0
39065,Craiova,Romania,Europe,Ford,oct 2017,128
39066,Crewe,United Kingdom,Europe,Volkswagen,oct 2017,883
39067,Dartford,United Kingdom,Europe,Caterham,oct 2017,44
39068,Dieppe,France,Europe,Renault-Nissan-Mitsubishi,oct 2017,69
39069,Dieppe,France,Europe,Renault-Nissan-Mitsubishi,oct 2017,514
39070,Dingolfing,Germany,Europe,BMW,oct 2017,29685
39071,Douai,France,Europe,Renault-Nissan-Mitsubishi,oct 2017,16160
39072,Dresden,Germany,Europe,Volkswagen,oct 2017,447
39073,Dueren,Germany,Europe,StreetScooter,oct 2017,0
39074,Dusseldorf,Germany,Europe,Daimler,oct 2017,12480
39075,East London,South Africa,Middle East/Africa,Daimler,oct 2017,10197
39076,East London,South Africa,Middle East/Africa,Daimler,oct 2017,0
39077,Ebbw Vale,United Kingdom,Europe,TVR,oct 2017,0
39078,Eisenach,Germany,Europe,,oct 2017,5784
39079,Eisenach,Germany,Europe,,oct 2017,0
39080,Ellesmere Port,United Kingdom,Europe,PSA,oct 2017,7111
39081,Ellesmere Port,United Kingdom,Europe,PSA,oct 2017,0
39082,Emden,Germany,Europe,Volkswagen,oct 2017,15235
39083,Esztergom,Hungary,Europe,Suzuki,oct 2017,15789
39084,Fars,Iran,Middle East/Africa,Iran Khodro,oct 2017,1922
39085,Flins,France,Europe,Renault-Nissan-Mitsubishi,oct 2017,16496
39086,Gaydon,United Kingdom,Europe,Aston Martin,oct 2017,463
39087,Gaydon,United Kingdom,Europe,Aston Martin,oct 2017,0
39088,Gebze,Turkey,Europe,Honda,oct 2017,2534
39089,Genk #1,Belgium,Europe,Ford,oct 2017,0
39090,Genk #2,Belgium,Europe,Ford,oct 2017,0
39091,Ghent,Belgium,Europe,Geely,oct 2017,20618
39092,Ghent,Belgium,Europe,Geely,oct 2017,0
39093,Gliwice,Poland,Europe,PSA,oct 2017,0
39094,Gliwice,Poland,Europe,PSA,oct 2017,16622
39095,Golpaigan,Iran,Middle East/Africa,Great Wall,oct 2017,0
39096,Golpaigan,Iran,Middle East/Africa,Great Wall,oct 2017,0
39097,Goodwood,United Kingdom,Europe,BMW,oct 2017,394
39098,Graz,Austria,Europe,Magna-Steyr,oct 2017,0
39099,Graz,Austria,Europe,Magna-Steyr,oct 2017,1951
39100,Graz,Austria,Europe,Magna-Steyr,oct 2017,0
39101,Graz,Austria,Europe,Magna-Steyr,oct 2017,0
39102,Graz #2,Austria,Europe,Magna-Steyr,oct 2017,6661
39103,Graz #2,Austria,Europe,Magna-Steyr,oct 2017,938
39104,Grugliasco,Italy,Europe,FCA,oct 2017,2355
39105,Gyor,Hungary,Europe,Volkswagen,oct 2017,7474
39106,Halewood,United Kingdom,Europe,Tata,oct 2017,0
39107,Halewood,United Kingdom,Europe,Tata,oct 2017,13209
39108,Hambach,France,Europe,Daimler,oct 2017,6795
39109,Hannover,Germany,Europe,Volkswagen,oct 2017,11650
39110,Hethel,United Kingdom,Europe,Geely,oct 2017,112
39111,Illyichevsk,Ukraine,Europe,AvtoZAZ,oct 2017,0
39112,Illyichevsk,Ukraine,Europe,AvtoZAZ,oct 2017,0
39113,Illyichevsk,Ukraine,Europe,AvtoZAZ,oct 2017,0
39114,Ingolstadt #1,Germany,Europe,Volkswagen,oct 2017,18521
39115,Ingolstadt #2,Germany,Europe,Volkswagen,oct 2017,14788
39116,Isipingo,South Africa,Middle East/Africa,Toyota,oct 2017,9630
39117,Izhevsk,Russia,Europe,Renault-Nissan-Mitsubishi,oct 2017,14793
39118,Izhevsk,Russia,Europe,Renault-Nissan-Mitsubishi,oct 2017,0
39119,Izhevsk,Russia,Europe,Renault-Nissan-Mitsubishi,oct 2017,0
39120,Izmir,Turkey,Europe,BMC,oct 2017,0
39121,Izmit,Turkey,Europe,Hyundai,oct 2017,20066
39122,Jizzakh,Uzbekistan,Europe,PSA,oct 2017,0
39123,Kaliningrad,Russia,Europe,Avtotor,oct 2017,0
39124,Kaliningrad,Russia,Europe,Avtotor,oct 2017,1860
39125,Kaliningrad,Russia,Europe,BMW,oct 2017,0
39126,Kaliningrad,Russia,Europe,Avtotor,oct 2017,0
39127,Kaliningrad,Russia,Europe,Avtotor,oct 2017,40
39128,Kaliningrad,Russia,Europe,Avtotor,oct 2017,0
39129,Kaliningrad,Russia,Europe,Avtotor,oct 2017,0
39130,Kaliningrad,Russia,Europe,Avtotor,oct 2017,11948
39131,Kaliningrad,Russia,Europe,Avtotor,oct 2017,0
39132,Kaluga,Russia,Europe,PSA,oct 2017,162
39133,Kaluga,Russia,Europe,PSA,oct 2017,1576
39134,Kaluga,Russia,Europe,Volkswagen,oct 2017,11660
39135,Kashan,Iran,Middle East/Africa,PSA,oct 2017,908
39136,Kashan,Iran,Middle East/Africa,PSA,oct 2017,12748
39137,Kecskemet,Hungary,Europe,Daimler,oct 2017,17193
39138,Kempston Road,South Africa,Middle East/Africa,General Motors,oct 2017,0
39139,Kenitra,Morocco,Middle East/Africa,PSA,oct 2017,0
39140,Kerman,Iran,Middle East/Africa,Kerman Khodro,oct 2017,302
39141,Kerman,Iran,Middle East/Africa,Kerman Khodro,oct 2017,740
39142,Kerman,Iran,Middle East/Africa,Kerman Khodro,oct 2017,1046
39143,Kerman,Iran,Middle East/Africa,Kerman Khodro,oct 2017,1938
39144,Kerman,Iran,Middle East/Africa,Kerman Khodro,oct 2017,0
39145,Kermanshah,Iran,Middle East/Africa,Iran Khodro,oct 2017,134
39146,Khorasan,Iran,Middle East/Africa,Iran Khodro,oct 2017,1044
39147,Khorasan,Iran,Middle East/Africa,Iran Khodro,oct 2017,14138
39148,Khorasan,Iran,Middle East/Africa,Iran Khodro,oct 2017,509
39149,Khorezm,Uzbekistan,Europe,,oct 2017,180
39150,Khorezm,Uzbekistan,Europe,,oct 2017,1800
39151,Kocaeli-Otosan,Turkey,Europe,Ford,oct 2017,27698
39152,Kolin,Czech Republic,Europe,,oct 2017,15416
39153,Kostanay,Kazakhstan,Europe,AllurGroup,oct 2017,29
39154,Kostanay,Kazakhstan,Europe,AllurGroup,oct 2017,0
39155,Kostanay,Kazakhstan,Europe,AllurGroup,oct 2017,70
39156,Kostanay,Kazakhstan,Europe,AllurGroup,oct 2017,17
39157,Kostanay,Kazakhstan,Europe,AllurGroup,oct 2017,1
39158,Kostanay,Kazakhstan,Europe,AllurGroup,oct 2017,0
39159,Kostanay,Kazakhstan,Europe,AllurGroup,oct 2017,3
39160,Kostanay,Kazakhstan,Europe,AllurGroup,oct 2017,0
39161,Kostanay,Kazakhstan,Europe,AllurGroup,oct 2017,0
39162,Kragujevac,Serbia,Europe,FCA,oct 2017,8709
39163,Kremenchug,Ukraine,Europe,KrASZ,oct 2017,0
39164,Kremenchug,Ukraine,Europe,KrASZ,oct 2017,0
39165,Kvasiny,Czech Republic,Europe,Volkswagen,oct 2017,19057
39166,Leipzig,Germany,Europe,BMW,oct 2017,20261
39167,Leipzig,Germany,Europe,Volkswagen,oct 2017,16582
39168,Linares,Spain,Europe,Santana,oct 2017,0
39169,Lipetsk,Russia,Europe,Great Wall,oct 2017,191
39170,Lipetsk,Russia,Europe,Great Wall,oct 2017,0
39171,Lipetsk (Lifan),Russia,Europe,Lifan,oct 2017,0
39172,Ludwigsfelde,Germany,Europe,Daimler,oct 2017,4240
39173,Luton IBC #2,United Kingdom,Europe,,oct 2017,0
39174,Luton IBC #2,United Kingdom,Europe,,oct 2017,5183
39175,Macchia d'Isernia,Italy,Europe,DR Motor,oct 2017,0
39176,Madrid,Spain,Europe,PSA,oct 2017,4701
39177,Malvern Link,United Kingdom,Europe,Morgan,oct 2017,53
39178,Mangualde,Portugal,Europe,PSA,oct 2017,4889
39179,Maranello,Italy,Europe,Ferrari,oct 2017,0
39180,Maranello,Italy,Europe,Ferrari,oct 2017,587
39181,Martorell,Spain,Europe,Volkswagen,oct 2017,41950
39182,Maubeuge,France,Europe,Renault-Nissan-Mitsubishi,oct 2017,15556
39183,Mazandaran,Iran,Middle East/Africa,Iran Khodro,oct 2017,3450
39184,Melfi,Italy,Europe,FCA,oct 2017,32608
39185,Mikhaylovsk,Russia,Europe,Derways,oct 2017,219
39186,Mirafiori,Italy,Europe,FCA,oct 2017,3388
39187,Mlada Boleslav,Czech Republic,Europe,Volkswagen,oct 2017,37919
39188,Modena,Italy,Europe,FCA,oct 2017,332
39189,Modiran,Iran,Middle East/Africa,Chery,oct 2017,6314
39190,Molsheim,France,Europe,Volkswagen,oct 2017,8
39191,Moscovia,Russia,Europe,Daimler,oct 2017,0
39192,Mosel,Germany,Europe,Volkswagen,oct 2017,16942
39193,Mulhouse,France,Europe,PSA,oct 2017,22787
39194,Munich,Germany,Europe,BMW,oct 2017,15567
39195,Naberezhnyie Chelny,Russia,Europe,Ford,oct 2017,0
39196,Naberezhnyie Chelny,Russia,Europe,Ford,oct 2017,909
39197,Naberezhnyie Chelny,Russia,Europe,Ford,oct 2017,0
39198,Neckarsulm #1,Germany,Europe,Volkswagen,oct 2017,11540
39199,Neckarsulm #2,Germany,Europe,Volkswagen,oct 2017,0
39200,Nitra,Slovakia,Europe,Tata,oct 2017,0
39201,Nizhny Novgorod,Russia,Europe,GAZ,oct 2017,297
39202,Nizhny Novgorod,Russia,Europe,GAZ,oct 2017,7115
39203,Nizhny Novgorod,Russia,Europe,GAZ,oct 2017,0
39204,Nizhny Novgorod,Russia,Europe,GAZ,oct 2017,3229
39205,Novo Mesto,Slovenia,Europe,Renault-Nissan-Mitsubishi,oct 2017,10860
39206,Novo Mesto,Slovenia,Europe,Renault-Nissan-Mitsubishi,oct 2017,8827
39207,Obchak,Belarus,Europe,Unison,oct 2017,0
39208,Obchak,Belarus,Europe,Unison,oct 2017,1
39209,Obchak,Belarus,Europe,Unison,oct 2017,324
39210,Oran,Algeria,Middle East/Africa,,oct 2017,0
39211,Osnabruck,Germany,Europe,Volkswagen,oct 2017,1105
39212,Ostrava,Czech Republic,Europe,Hyundai,oct 2017,32063
39213,Oued Tlelat,Algeria,Middle East/Africa,Renault-Nissan-Mitsubishi,oct 2017,4534
39214,Ouled Haddadj,Algeria,Middle East/Africa,,oct 2017,0
39215,Ovar,Portugal,Europe,Toyota,oct 2017,80
39216,Oxford,United Kingdom,Europe,BMW,oct 2017,21934
39217,Palencia,Spain,Europe,Renault-Nissan-Mitsubishi,oct 2017,24961
39218,Pamplona,Spain,Europe,Volkswagen,oct 2017,13578
39219,Pitesti-Colibasi,Romania,Europe,Renault-Nissan-Mitsubishi,oct 2017,27934
39220,Poissy,France,Europe,PSA,oct 2017,20724
39221,Pomigliano,Italy,Europe,FCA,oct 2017,16983
39222,Pontedera,Italy,Europe,Piaggio,oct 2017,0
39223,Pontedera,Italy,Europe,Piaggio,oct 2017,338
39224,Port Elizabeth,South Africa,Middle East/Africa,BAIC,oct 2017,0
39225,Port Elizabeth,South Africa,Middle East/Africa,BAIC,oct 2017,0
39226,Poznan,Poland,Europe,Volkswagen,oct 2017,12266
39227,Prospecton,South Africa,Middle East/Africa,Toyota,oct 2017,1598
39228,Rastatt,Germany,Europe,Daimler,oct 2017,30827
39229,Rayen,Iran,Middle East/Africa,FAW,oct 2017,0
39230,Rayen,Iran,Middle East/Africa,FAW,oct 2017,0
39231,Rayen,Iran,Middle East/Africa,FAW,oct 2017,0
39232,Regensburg,Germany,Europe,BMW,oct 2017,29228
39233,Relizane (GICM-Ford),Algeria,Middle East/Africa,Ford,oct 2017,0
39234,Relizane (SOVAC-VW),Algeria,Middle East/Africa,Volkswagen,oct 2017,3462
39235,Rennes,France,Europe,PSA,oct 2017,20
39236,Rennes,France,Europe,PSA,oct 2017,9912
39237,Rosslyn,South Africa,Middle East/Africa,BMW,oct 2017,5926
39238,Rosslyn,South Africa,Middle East/Africa,Renault-Nissan-Mitsubishi,oct 2017,3105
39239,Rosslyn,South Africa,Middle East/Africa,Tata,oct 2017,51
39240,Russelsheim,Germany,Europe,PSA,oct 2017,13347
39241,Saarlouis,Germany,Europe,Ford,oct 2017,30892
39242,Saida,Algeria,Middle East/Africa,Suzuki,oct 2017,0
39243,Sakarya,Turkey,Europe,Toyota,oct 2017,25065
39244,Salafchegan,Iran,Middle East/Africa,Hyundai,oct 2017,45
39245,Sandouville,France,Europe,Renault-Nissan-Mitsubishi,oct 2017,11366
39246,Sant-Agata,Italy,Europe,Volkswagen,oct 2017,412
39247,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,oct 2017,0
39248,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,oct 2017,0
39249,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,oct 2017,1811
39250,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,oct 2017,470
39251,Semey,Kazakhstan,Europe,SemAZ,oct 2017,12
39252,Semnan,Iran,Middle East/Africa,Farda Khodro,oct 2017,1108
39253,Semnan,Iran,Middle East/Africa,Farda Khodro,oct 2017,0
39254,Setubal,Portugal,Europe,Volkswagen,oct 2017,12262
39255,Shushary,Russia,Europe,General Motors,oct 2017,0
39256,Silverton,South Africa,Middle East/Africa,Ford,oct 2017,9314
39257,Silverton,South Africa,Middle East/Africa,Ford,oct 2017,0
39258,Sindelfingen #1,Germany,Europe,Daimler,oct 2017,28137
39259,Sindelfingen #2,Germany,Europe,Daimler,oct 2017,1619
39260,Sochaux,France,Europe,PSA,oct 2017,43945
39261,Solihull,United Kingdom,Europe,Tata,oct 2017,29767
39262,Southampton,United Kingdom,Europe,Ford,oct 2017,0
39263,Springs,South Africa,Middle East/Africa,BAIC,oct 2017,282
39264,St. Athan,United Kingdom,Europe,Aston Martin,oct 2017,0
39265,St. Petersburg,Russia,Europe,Hyundai,oct 2017,23000
39266,St. Petersburg,Russia,Europe,Renault-Nissan-Mitsubishi,oct 2017,3551
39267,St. Petersburg,Russia,Europe,Toyota,oct 2017,6098
39268,Struandale,South Africa,Middle East/Africa,General Motors,oct 2017,0
39269,Struandale,South Africa,Middle East/Africa,General Motors,oct 2017,1648
39270,Struandale,South Africa,Middle East/Africa,General Motors,oct 2017,0
39271,Sunderland #1,United Kingdom,Europe,Renault-Nissan-Mitsubishi,oct 2017,2074
39272,Sunderland #1,United Kingdom,Europe,Renault-Nissan-Mitsubishi,oct 2017,10174
39273,Sunderland #2,United Kingdom,Europe,Renault-Nissan-Mitsubishi,oct 2017,33980
39274,Suzzara,Italy,Europe,CNH Industrial,oct 2017,3369
39275,Swindon,United Kingdom,Europe,Honda,oct 2017,16925
39276,Tabriz (IKCO),Iran,Middle East/Africa,Iran Khodro,oct 2017,0
39277,Tabriz (IKCO),Iran,Middle East/Africa,Iran Khodro,oct 2017,8695
39278,Tabriz (SAIPA),Iran,Middle East/Africa,SAIPA,oct 2017,0
39279,Tafraoui,Algeria,Middle East/Africa,PSA,oct 2017,0
39280,Taganrog,Russia,Europe,TagAZ,oct 2017,0
39281,Taganrog,Russia,Europe,TagAZ,oct 2017,0
39282,Taganrog,Russia,Europe,TagAZ,oct 2017,0
39283,Taganrog,Russia,Europe,TagAZ,oct 2017,0
39284,Taganrog,Russia,Europe,TagAZ,oct 2017,0
39285,Taganrog,Russia,Europe,TagAZ,oct 2017,0
39286,Taganrog,Russia,Europe,TagAZ,oct 2017,0
39287,Taganrog,Russia,Europe,TagAZ,oct 2017,0
39288,Taganrog,Russia,Europe,TagAZ,oct 2017,0
39289,Tangier,Morocco,Middle East/Africa,Renault-Nissan-Mitsubishi,oct 2017,28764
39290,Tashkent,Uzbekistan,Europe,General Motors,oct 2017,624
